off topic,in_atlas,groupname,title,keywords,topics,date,originator,publisher,links,Still Public?,Dataset Email,Group,Agency
,f,Sacramento River Watershed Data,Red Clover/McReynolds Creek Restoration Project USACE Permit Application,creek meadow geomorphology permit usace restoration,Erosion Creeks Inland Waters Geoscientific Watershed,1/1/2010,,Red Clover Mc Reynolds Creek Restoration Project Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000070/2005-12-13ArmyCorpsPermitApp.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Red-Legged Frog Site Assessment,frog survey frogs amphibian frog amphibians red legged frog,Creeks Inland Waters Watershed Biota,1/1/2010,,Battle Creek Salmon and Steelhead Restoration Project Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000034/Red-LeggedFrogReport.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Remote Sensing of Riparian Hydroecology & Restoration,restoration meadow geomorphology stream,Inland Waters Erosion Hydrology Imagery Watershed Remotely sensed Imagery-Base Maps-Land Cover Geoscientific,1/1/2010,,Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000095/2006-01-13Loheidepowerpoint.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,SACRAMENTO AND FEATHER RIVERS OP PESTICIDE MANAGEMENT PLAN IDENTIFICATION AND EVALUATION OF OP PESTICIDE MANAGEMENT PRACTICES FOR ORCHARD DORMANT SPRAYS,agricultural run-off agricultural pollution,Environment Farming Agriculture Water quality,1/1/2010,,Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Sacramento River Watershed Annual Monitoring Reports,water monitoring mercury toxicity nitrogen temperature ph,Environment Water quality Mineral hazards Geoscientific Environmental hazards,1/1/2010,,Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Sacramento River Watershed Pesticide Loading Analysis,runoff polluted runoff agricultural run-off,Environment Farming Environmental hazards Geoscientific Agriculture Mineral hazards Water quality,1/1/2010,,United States Environmental Protection Agency Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Sacramento River Watershed Regional Monitoring Program Investigation,mercury temperature ph nitrogen toxicity water monitoring,Geoscientific Mineral hazards Environmental hazards Environment Water quality,1/1/2010,,Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Sacramento Valley Integrated Regional Water Management Plan Report,planning water management water,Inland Waters,1/1/2010,,Northern California Water Association Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Sacramento Valley Westside Tributary Watersheds Erosion Study 1992,erosion control restoration,Erosion Creeks Inland Waters Geoscientific Watershed,1/1/2010,,California Department of Water Resources Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000171/SacValley_WestsideTribs_ErosionStudy.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Saeltzer Dam Removal Update June 2003,restoration,Fisheries Economy Dams Inland Waters Natural Resources,1/1/2010,,Water Resources Center Archives Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000127/TheRemoval_SaeltzerDam_UPDATE_Jun03.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Saeltzer Report 1997,restoration fish passage saeltzer dam,Fisheries Biota Economy Dams Inland Waters Natural Resources,1/1/2010,,California Department of Water Resources Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000137/SaeltzerRpt_12-1997.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Secret Ravine Adaptive Management Plan,geomorphology,Vegetation Planning & Development Biota Watershed Planning & Cadastre Inland Waters,1/1/2010,,Dry Creek Conservancy Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Shasta County Erosion Sediment Standards Manual,best management practices erosion control,Geoscientific Planning & Cadastre Erosion Soils Planning & Development,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Shasta Lake West Watershed Analysis Report,high complex fire elderberry beetle chappie ohv park bohemotash mountain backbone ridge spotted owl riparian reserves shasta west watershed shasta dam shasta county schell mountain shasta-trinity national forest shasta lake shasta salamander shasta-mccloud management unit,Inland Waters Planning & Development Hydrology Watershed Biota Planning & Cadastre Habitat,1/1/2010,,"US Forest Service, Shasta McCloud Management Unit Sacramento River Watershed Program",,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Shasta-Trinity Unit Fire Plan,calfire fire community wildfire protection plan california department of forestry fuel reduction shasta county fuels,Planning & Cadastre Planning & Development Environment Environmental hazards,1/1/2010,,California Department of Forestry and Fire Protection,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Shasta West Strategic Fuels Mgmt Plan 2003,fuels management,Inland Waters Watershed,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Shasta West Watershed Assessment 2005,watershed assessment,Inland Waters Watershed,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Shingletown Wildfire Defense Plan 1995,fuels cdf calfire shingletown shasta county mangement plan wildfire protection,Environment Environmental hazards,1/1/2010,,California Department of Forestry and Fire Protection Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000017/ShingletownWildfireDefencePlan1995.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Shotgun Slate Watershed Analysis,watershed analyis shotgun-slate usda forest service shotgun slate shasta-trinity national forest,Planning & Cadastre Watershed Planning & Development Inland Waters,1/1/2010,,"US Forest Service, Shasta McCloud Management Unit Sacramento River Watershed Program",http://swim.sacriver.org/documents/00000066/ShotgunSlateWatershedAnalysis.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Soil Survey Shasta County NRCS,historic soil survey,Soils Geoscientific,1/1/2010,,Natural Resources Conservation Service Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000133/Soil_Survey_ShastaCo_NRCS.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Solano Agencies Integrated Regional Water Management Plan,irwmp water management water planning,Water quality Planning & Development Environment Planning & Cadastre,1/1/2010,,Solano County Water Agency Solano County Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000072/Solano_IRWMP.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,South Cow and Old Cow Creeks Water Quality Sampling 1974,cow creek,Creeks Inland Waters Environment Water quality Watershed,1/1/2010,,Pacific Gas and Electric Company,http://swim.sacriver.org/documents/00000205/OldCow_SouthCow_WaterSampling_Aug74.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,South Cow Creek Stream Survey from Stream Mile 17.7 to 25.5,cow creek stream survey watershed assessment,Watershed Inland Waters Creeks,1/1/2010,,California Department of Fish and Wildlife,http://swim.sacriver.org/documents/00000138/SouthCowCreek_StreamSurvey_DFG_Sep74.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,South Cow Creek Stream Survey from Stream Mile 18.4 to 14.0,stream survey cow creek watershed assessment,Creeks Inland Waters Watershed,1/1/2010,,California Department of Fish and Game,http://swim.sacriver.org/documents/00000167/SouthCowCreek_StreamSurvey_DFG_May74.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,South Fork American River Watershed Stewardship Strategy,fire american river south fork fire hazard analysis,Water quality Watershed Rivers Inland Waters Environment Environmental hazards,1/1/2010,,El Dorado County And Georgetown Divide Resource Conservation Districts Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000109/FinalStewardshipStrategyMay2004_Appendices.pdf http://swim.sacriver.org/documents/00000109/FinalStewardshipStrategyMay2004.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Squaw Creek Watershed Analysis 1999,squaw creek watershed assessment,Creeks Inland Waters Watershed,1/1/2010,,Sacramento River Watershed Program US Forest Service,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,SRWP Agricultural Issues White Paper,agricultural pollution agricultural run-off,Farming Inland Waters Watershed Agriculture,1/1/2010,,Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Stillwater Churn Creek Watershed Assessment,central valley clover creek watershed assessment stillwater-churncreek shasta county sacramento river,Watershed Inland Waters Creeks,1/1/2010,,North State Resources Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Stillwater Creek Noxious Weed Inventory 2004,noxious weed inventory stillwater creek,Creeks Inland Waters Habitat Biota,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Strategic Plan For Reduction Of Mercury Risk Delta Tributaries Mercury Council,mercury,Inland Waters Delta Watershed,1/1/2010,,Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Stream Channel Condition Ash Turner Creeks 2002 to 2004,turner creek ash creek water quantity,Watershed Water quality Inland Waters Creeks,1/1/2010,,Spring Rivers Ecological Sciences Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,STUDY OF DIAZINON RUNOFF IN THE MAIN CANAL BASIN DURING THE WINTER 2000-2001 DORMANT SPRAY SEASON,agricultural pollutants surface runoff agricultural run-off agricultural pollution water pollutant,Farming Environment Agriculture Water quality,1/1/2010,,Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Sulphur Creek Watershed Analysis Action Plan 1998,sulphur creek watershed assessment,Watershed Creeks Inland Waters,1/1/2010,,Sacramento Watersheds Action Group Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Swasey Sediment Basin Cleanout Final Report 2000,water quantity restoration,Soils Creeks Inland Waters Environment Geoscientific Water quality Watershed,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Tehama West Watershed Assessment Report,noxious weeds nomlaki ag waiver program ground water quality elder creek shasta dam u.s. forest service sacramento river red bluff thomas creek sheep production tehama county south yolla bolly mountain,Ecology Watershed Biota Plant pests Environment Farming Inland Waters Rivers,1/1/2010,,Vestra Resources Inc. Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Tehema West Fire Plan,reeds creek red bank creek fire elder creek conifer communities fire plan fuel management forestry/timber harvesting fire prevention tehama county riparian communities thomas creek,Inland Waters Environmental hazards Environment Creeks Watershed Society,1/1/2010,,Tehama County Resource Conservation District,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Upper Clear Creek Erosion Sediment Strategy Inventory 2003,clear creek erosion inventory,Inland Waters Creeks Geoscientific Watershed Soils Erosion,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,http://swim.sacriver.org/documents/00000180/UprClear_ErosionSedimentStrategy_Inventory.pdf ,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Upper Clear Creek Sediment Budget July 2004,budget clear creek erosion inventory sediment,Watershed Geoscientific Economy Creeks Inland Waters Soils Erosion,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Upper Clear Creek Watershed Analysis,watersheds clear creek,Watershed Environment Inland Waters Creeks Cultural Society,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Upper Clear Creek Watershed Fuel Inventory Report 2001,restoration fuels reduction clear creek,Watershed Energy Inland Waters Utilities & Communication,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
,f,Sacramento River Watershed Data,Upper Clear Creel Watershed Analysis 1998,clear creek watershed assessment,Inland Waters Creeks Watershed Rivers,1/1/2010,,Western Shasta Resource Conservation District Sacramento River Watershed Program,,TRUE,zeke@deercreekgis.com,Sacramento River Watershed Data,
